State, Facility Name, Facility ID (ORISPL), Month, Year, Gross Load (MW-h), SO2 (tons), NOx (tons), CO2 (short tons), Heat Input (MMBtu)
"WI","Marshfield Utilities Combustion Turbine","56480","6","2016","1943.57","0.01","1.303","1432.025","21216.593",
"WI","Marshfield Utilities Combustion Turbine","56480","7","2016","594.18","0.002","0.269","399.222","6717.477",
"WI","Marshfield Utilities Combustion Turbine","56480","8","2016","1090.38","0.004","0.482","710.281","11949.101",
"WI","Marshfield Utilities Combustion Turbine","56480","9","2016","246.57","0","0.111","163.475","2750.357",
"WI","Marshfield Utilities Combustion Turbine","56480","10","2016","30.29","0","0.014","21.311","358.647",
"WI","Marshfield Utilities Combustion Turbine","56480","11","2016",,,,,,
"WI","Marshfield Utilities Combustion Turbine","56480","12","2016",,,,,,
"WI","Neenah Energy Facility","55135","1","2016","27249.04","0.087","5.39","17096.348","287679.265",
"WI","Neenah Energy Facility","55135","2","2016","5370.16","0.017","1.073","3323.366","55921.098",
"WI","Neenah Energy Facility","55135","3","2016","19655.74","0.063","4.018","12573.066","211575.31",
"WI","Neenah Energy Facility","55135","4","2016","33624.34","0.108","6.768","21375.034","359682.877",
"WI","Neenah Energy Facility","55135","5","2016","29767.66","0.097","5.871","19181.428","322760.354",
"WI","Neenah Energy Facility","55135","6","2016","13634.6","0.045","2.648","8936.518","150367.009",
"WI","Neenah Energy Facility","55135","7","2016","51427.63","0.171","10.254","33854.68","569674.356",
"WI","Neenah Energy Facility","55135","8","2016","53176.42","0.176","10.601","34892.682","587133.017",
"WI","Neenah Energy Facility","55135","9","2016","21605.41","0.072","4.321","14169.444","238422.319",
"WI","Neenah Energy Facility","55135","10","2016","9249.43","0.03","1.815","6003.918","101027.858",
"WI","Neenah Energy Facility","55135","11","2016","3641.64","0.012","0.728","2368.969","39861.171",
"WI","Neenah Energy Facility","55135","12","2016","12233.16","0.04","2.911","7781.848","130944.461",
"WI","Paris","7270","1","2016","2597.2","0.012","1.47","2275.804","38260.454",
"WI","Paris","7270","2","2016","1822.99","0.008","1.088","1569.777","26304.941",
"WI","Paris","7270","3","2016","7374.31","0.03","3.854","5921.639","99496.511",
"WI","Paris","7270","4","2016","33447.5","0.132","16.937","26085.672","438874.06",
"WI","Paris","7270","5","2016","21763.71","0.086","10.558","16937.851","285002.588",
"WI","Paris","7270","6","2016","17461.07","0.072","9.006","14125.397","237572.22",
"WI","Paris","7270","7","2016","24010.08","0.099","12.354","19694.719","331400.567",
"WI","Paris","7270","8","2016","26495.39","0.111","13.744","21812.974","367021.778",
"WI","Paris","7270","9","2016","11055.94","0.047","5.897","9359.922","157496.579",
"WI","Paris","7270","10","2016","6249.7","0.027","3.376","5344.42","89925.45",
"WI","Paris","7270","11","2016","7860.6","0.034","4.293","6831.16","114953.873",
"WI","Paris","7270","12","2016","5412.62","0.024","3.482","4746.341","79464.408",
"WI","Pleasant Prairie","6170","1","2016","813117","158.079","272.236","925928.9","8828452.9",
"WI","Pleasant Prairie","6170","2","2016","545072.4","111.444","178.165","613733.472","5854237.132",
"WI","Pleasant Prairie","6170","3","2016","53347.48","9.085","20.182","62142.073","594305.316",
"WI","Pleasant Prairie","6170","4","2016",,,,,,
"WI","Pleasant Prairie","6170","5","2016","383521.28","47.529","137.079","432106.599","4128333.882",
"WI","Pleasant Prairie","6170","6","2016","660252.87","97.335","213.799","739321.61","7050539.33",
"WI","Pleasant Prairie","6170","7","2016","676444.88","108.798","195.637","762310.342","7270479.507",
"WI","Pleasant Prairie","6170","8","2016","607237.25","98.208","194.869","688341.508","6567919.852",
"WI","Pleasant Prairie","6170","9","2016","743790","124.16","213.619","842283","8030917.4",
"WI","Pleasant Prairie","6170","10","2016","817204.35","125.006","284.276","935482.572","8921917.353",
"WI","Pleasant Prairie","6170","11","2016","785415","120.397","280.767","886658.2","8454033.2",
"WI","Pleasant Prairie","6170","12","2016","610183.08","86.953","223.619","683649.15","6521602.99",
"WI","Port Washington Generating Station","4040","1","2016","475320.8","0.962","18.343","190353.404","3203072.819",
"WI","Port Washington Generating Station","4040","2","2016","525770.09","1.057","18.286","209442.968","3524279.062",
"WI","Port Washington Generating Station","4040","3","2016","748234.67","1.509","24.044","298926.712","5029978.063",
"WI","Port Washington Generating Station","4040","4","2016","713425.12","1.442","23.805","285582.283","4805453.439",
"WI","Port Washington Generating Station","4040","5","2016","338764.02","0.687","13.362","136093.796","2290015.81",
"WI","Port Washington Generating Station","4040","6","2016","564451.96","1.154","22.03","228655.035","3847577.105",
"WI","Port Washington Generating Station","4040","7","2016","603273.83","1.24","23.452","245573.206","4132285.247",
"WI","Port Washington Generating Station","4040","8","2016","608709.47","1.26","23.538","249652.068","4200879.568",
"WI","Port Washington Generating Station","4040","9","2016","408841.76","0.86","19.413","170276.967","2865207.209",
"WI","Port Washington Generating Station","4040","10","2016","339401.78","0.712","15.998","141072.059","2373812.23",
"WI","Port Washington Generating Station","4040","11","2016","350742.54","0.723","13.488","143306.441","2411411.946",
"WI","Port Washington Generating Station","4040","12","2016","254869.83","0.53","10.332","105025.663","1767252.158",
"WI","Pulliam","4072","1","2016","10521.67","16.807","10.038","10720.567","117030.755",
"WI","Pulliam","4072","2","2016","16262.45","32.137","17.277","17533.577","183205.473",
"WI","Pulliam","4072","3","2016","7286.93","0.052","1.337","5206.831","87608.885",
"WI","Pulliam","4072","4","2016","29602.58","40.633","23.028","27085.606","318077.661",
"WI","Pulliam","4072","5","2016","56655.81","106.173","53.071","54375.228","578913.978",
"WI","Pulliam","4072","6","2016","71588.76","120.853","67.016","68018.241","733565.34",
"WI","Pulliam","4072","7","2016","78115.64","140.616","73.503","76290.316","824278.417",
"WI","Pulliam","4072","8","2016","84795.61","146.607","82.752","81969.739","882357.146",
"WI","Pulliam","4072","9","2016","27250.8","49.923","29.264","28264.78","278224.675",
"WI","Pulliam","4072","10","2016","9930.36","18.573","10.985","10736.735","104155.317",
"WI","Pulliam","4072","11","2016","10206","19.091","11.325","10828.672","104246.146",
"WI","Pulliam","4072","12","2016","31289.63","55.969","33.347","32010.056","314495.997",
"WI","Riverside Energy Center","55641","1","2016","276734.66","0.571","6.465","113096.848","1903069.825",
"WI","Riverside Energy Center","55641","2","2016","308985.78","0.639","6.376","126623.21","2130682.24",
"WI","Riverside Energy Center","55641","3","2016","399042.88","0.822","7.171","162948.939","2741925.67",
"WI","Riverside Energy Center","55641","4","2016","94815.59","0.198","2.309","39177.614","659239.698",
"WI","Riverside Energy Center","55641","5","2016","332800.56","0.694","7.072","137402.61","2312079.222",
"WI","Riverside Energy Center","55641","6","2016","253711.72","0.535","6.398","106002.085","1783709.948",
"WI","Riverside Energy Center","55641","7","2016","294374.79","0.616","6.451","121938.01","2051801.248",
"WI","Riverside Energy Center","55641","8","2016","323557","0.677","6.912","134056.511","2255753.404",
"WI","Riverside Energy Center","55641","9","2016","74428.82","0.155","1.813","30849.161","519097.427",
"WI","Riverside Energy Center","55641","10","2016",,,,,,
"WI","Riverside Energy Center","55641","11","2016","200.87","0.002","0.338","349.819","5884.957",
"WI","Riverside Energy Center","55641","12","2016",,,,,,
"WI","Rock River","4057","1","2016","83","0","1.128",,"3223.4",
"WI","Rock River","4057","2","2016","119.32","0","1.556",,"4443.2",
"WI","Rock River","4057","3","2016","158.8","0","1.38",,"3944.2",
"WI","Rock River","4057","4","2016","3933.04","0.024","30.391",,"86830.9",
"WI","Rock River","4057","5","2016","737.07","0.006","6.475",,"18501.2",
"WI","Rock River","4057","6","2016","272.93","0.004","2.599",,"7425",
"WI","Rock River","4057","7","2016","1949.47","0.446","18.253",,"52148.9",
"WI","Rock River","4057","8","2016","3838.4","0.649","32.068",,"91620.6",
"WI","Rock River","4057","9","2016","1242.58","0.233","10.02",,"28622.9",
"WI","Rock River","4057","10","2016","920.42","0.012","7.582",,"21660.4",
"WI","Rock River","4057","11","2016","500.54","0.002","4.477",,"12787",
"WI","Rock River","4057","12","2016","2552.97","0.016","20.127",,"57507.1",
"WI","Rockgen Energy Center","55391","1","2016","495.83","0.002","0.071","345.09","5804.434",
"WI","Rockgen Energy Center","55391","2","2016","1620.7","0.005","0.327","1016.32","17098.67",
"WI","Rockgen Energy Center","55391","3","2016","12971.21","0.041","2.268","8187.856","137771.032",
"WI","Rockgen Energy Center","55391","4","2016","29873.26","0.096","4.471","18973.455","319280.386",
"WI","Rockgen Energy Center","55391","5","2016","32295.98","0.105","5.129","20828.189","350494.924",
"WI","Rockgen Energy Center","55391","6","2016","44168.42","0.144","7.594","28594.531","481155.432",
"WI","Rockgen Energy Center","55391","7","2016","79688.97","0.261","17.86","51561.611","867716.752",
"WI","Rockgen Energy Center","55391","8","2016","100560.47","0.327","22.984","64722.882","1089315.873",
"WI","Rockgen Energy Center","55391","9","2016","44078.96","0.144","9.293","28469.875","479164.39",
"WI","Rockgen Energy Center","55391","10","2016","15232.04","0.051","2.805","10007.926","168394.865",
"WI","Rockgen Energy Center","55391","11","2016","21652.56","0.072","4.046","14160.36","238381.952",
"WI","Rockgen Energy Center","55391","12","2016","18013.98","0.058","3.695","11473.9","193040.412",
"WI","Sheboygan Falls Energy Facility","56166","1","2016",,,,,,
"WI","Sheboygan Falls Energy Facility","56166","2","2016",,,,,,
"WI","Sheboygan Falls Energy Facility","56166","3","2016",,,,,,
"WI","Sheboygan Falls Energy Facility","56166","4","2016","349.04","0.001","0.086","254.991","4290.227",
"WI","Sheboygan Falls Energy Facility","56166","5","2016","5793.11","0.008","0.922","3728.353","62741.339",
"WI","Sheboygan Falls Energy Facility","56166","6","2016","9445.06","0.015","1.572","6293.244","105891.003",
"WI","Sheboygan Falls Energy Facility","56166","7","2016","28155.84","0.043","4.245","18493.463","311191.526",
"WI","Sheboygan Falls Energy Facility","56166","8","2016","27269.47","0.041","3.986","17526.178","294914.261",
"WI","Sheboygan Falls Energy Facility","56166","9","2016","7443.69","0.011","1.128","4811.186","80957.172",
"WI","Sheboygan Falls Energy Facility","56166","10","2016","2337.51","0.004","0.68","1692.713","28482.878",
"WI","Sheboygan Falls Energy Facility","56166","11","2016",,,,,,
"WI","Sheboygan Falls Energy Facility","56166","12","2016","2017.15","0.004","0.572","1474.99","24817.617",
"WI","Sheepskin","4059","1","2016",,,,,,
"WI","Sheepskin","4059","2","2016",,,,,,
"WI","Sheepskin","4059","3","2016","14.28","0.03","0.342",,"978.4",
"WI","Sheepskin","4059","4","2016","265.4","0.374","4.367",,"12475.6",
"WI","Sheepskin","4059","5","2016","0","0.005","0.063",,"181.1",
"WI","Sheepskin","4059","6","2016","0","0.002","0.02",,"57.4",
"WI","Sheepskin","4059","7","2016","455.36","0.638","7.456",,"21302.8",
"WI","Sheepskin","4059","8","2016","588.99","0.688","8.028",,"22937.1",
"WI","Sheepskin","4059","9","2016",,,,,,
"WI","Sheepskin","4059","10","2016","0","0.005","0.063",,"181.2",
"WI","Sheepskin","4059","11","2016","35.16","0.052","0.606",,"1733.4",
"WI","Sheepskin","4059","12","2016","63.17","0.135","1.577",,"4505.9",
"WI","South Fond Du Lac","7203","1","2016",,,,,,
"WI","South Fond Du Lac","7203","2","2016",,,,,,
"WI","South Fond Du Lac","7203","3","2016","12.46","0.006","0.062","65.309","952.114",
"WI","South Fond Du Lac","7203","4","2016","1967.97","0.012","1.294","1937.272","32541.437",
"WI","South Fond Du Lac","7203","5","2016","28.48","0.01","0.102","109.752","1651.691",
"WI","South Fond Du Lac","7203","6","2016","2635.19","0.013","1.554","2654.924","44674.396",
"WI","South Fond Du Lac","7203","7","2016","5677.57","0.034","3.939","6736.19","113350.269",
"WI","South Fond Du Lac","7203","8","2016","4751.82","0.024","2.65","4689.829","78908.868",
"WI","South Fond Du Lac","7203","9","2016","2431.57","0.012","1.203","2091.317","35191.557",
"WI","South Fond Du Lac","7203","10","2016","0","0","0.003","3.62","61.062",
"WI","South Fond Du Lac","7203","11","2016","102.36","0","0.11","183.164","3083.686",
"WI","South Fond Du Lac","7203","12","2016","693.86","0.004","0.468","765.412","12881.369",
"WI","South Oak Creek","4041","1","2016","502770.59","17.204","170.407","540751.175","5155916.859",
"WI","South Oak Creek","4041","2","2016","157828.78","2.972","57.975","178118.549","1699920.935",
"WI","South Oak Creek","4041","3","2016","260225","2.614","101.927","301496.8","2874678.3",
"WI","South Oak Creek","4041","4","2016","277813.4","2.939","100.785","309639","2952307.59",
"WI","South Oak Creek","4041","5","2016","282426","2.754","104.923","314934.556","3002821.782",
"WI","South Oak Creek","4041","6","2016","390318.04","8.311","139.501","432046.127","4129103.387",
"WI","South Oak Creek","4041","7","2016","504219.6","11.201","168.144","544614.148","5196992.36",
"WI","South Oak Creek","4041","8","2016","579324.95","14.902","191.32","633397.9","6039275.042",
"WI","South Oak Creek","4041","9","2016","412856.3","5.746","139.416","464265.144","4426687.931",
"WI","South Oak Creek","4041","10","2016","282600.45","11.374","89.164","307702.472","2940349.534",
"WI","South Oak Creek","4041","11","2016","261540","4.912","84.086","297547.304","2848411.192",
"WI","South Oak Creek","4041","12","2016","339613.82","4.192","108.574","382435.648","3648421.355",
"WI","Valley (WEPCO)","4042","1","2016",,"0.322","37.994","63488.2","1070987.3",
"WI","Valley (WEPCO)","4042","2","2016",,"0.252","28.877","49550.264","835901.764",
"WI","Valley (WEPCO)","4042","3","2016",,"0.251","30.413","49624.709","837110.87",
"WI","Valley (WEPCO)","4042","4","2016",,"0.187","20.809","37235.187","628119.979",
"WI","Valley (WEPCO)","4042","5","2016",,"0.201","22.203","40341.157","680503.294",
"WI","Valley (WEPCO)","4042","6","2016",,"0.227","24.657","44880.688","757109.932",
"WI","Valley (WEPCO)","4042","7","2016",,"0.192","21.145","38750.285","653699.867",
"WI","Valley (WEPCO)","4042","8","2016",,"0.166","17.737","32881.221","554718.597",
"WI","Valley (WEPCO)","4042","9","2016",,"0.139","17.213","27357.768","461501.72",
"WI","Valley (WEPCO)","4042","10","2016",,"0.166","21.073","32836.4","553923.8",
"WI","Valley (WEPCO)","4042","11","2016",,"0.199","22.875","39080.82","659266.997",
"WI","Valley (WEPCO)","4042","12","2016",,"0.348","43.071","68733.128","1159495.146",
"WI","West Marinette","4076","1","2016","1453.28","0.006","1.651","1167.538","19648.621",
"WI","West Marinette","4076","2","2016","167.29","0","0.587","153.596","2584.568",
"WI","West Marinette","4076","3","2016","2520.91","0.009","2.672","1942.391","32691.513",
"WI","West Marinette","4076","4","2016","6001.44","0.022","4.594","4504.056","75787.792",
