State, Facility Name, Facility ID (ORISPL), Unit ID, Associated Stacks, Month, Year, Program(s), Operating Time, Gross Load (MW-h), Steam Load (1000lb), SO2 (tons), Avg. NOx Rate (lb/MMBtu), NOx (tons), CO2 (short tons), Heat Input (MMBtu), EPA Region, NERC Region, Unit Type, Fuel Type (Primary)
"NC","Butler-Warner Generation Plant","1016","GT-6"," CP1","5","2016","CSNOX, CSNOXOS, CSSO2G1","0.0",,,,,,,,"4","SERC","Combined cycle","Pipeline Natural Gas",
"NC","Butler-Warner Generation Plant","1016","GT-7"," CP1","5","2016","CSNOX, CSNOXOS, CSSO2G1","0.0",,,,,,,,"4","SERC","Combined cycle","Pipeline Natural Gas",
"NC","Butler-Warner Generation Plant","1016","GT-8"," CP1","5","2016","CSNOX, CSNOXOS, CSSO2G1","0.0",,,,,,,,"4","SERC","Combined cycle","Pipeline Natural Gas",
"NC","Cleveland County Generating Facility","57029","ES1",,"5","2016","CSNOX, CSNOXOS, CSSO2G1, ARP","24.57","4394.36",,"0.014","0.0351","0.68","2679.415","44860.213","4",,"Combustion turbine","Pipeline Natural Gas",
"NC","Cleveland County Generating Facility","57029","ES2",,"5","2016","CSNOX, CSNOXOS, CSSO2G1, ARP","1.3","56.84",,"0.0","0.0727","0.034","66.648","877.798","4",,"Combustion turbine","Pipeline Natural Gas",
"NC","Cleveland County Generating Facility","57029","ES3",,"5","2016","CSNOX, CSNOXOS, CSSO2G1, ARP","19.84","3346.74",,"0.011","0.0415","0.554","2096.47","34966.677","4",,"Combustion turbine","Pipeline Natural Gas",
"NC","Cleveland County Generating Facility","57029","ES4",,"5","2016","CSNOX, CSNOXOS, CSSO2G1, ARP","24.73","4334.07",,"0.014","0.0366","0.657","2686.116","44894.257","4",,"Combustion turbine","Pipeline Natural Gas",
"NC","Cliffside","2721","5",,"5","2016","ARP, MATS, CSNOX, CSNOXOS, CSSO2G1","0.0",,,,,,,,"4","SERC","Tangentially-fired","Coal",
"NC","Cliffside","2721","6",,"5","2016","CSNOX, CSNOXOS, CSSO2G1, ARP, MATS","377.18","184178.6",,"19.375","0.0512","38.954","163164.718","1590298.318","4","SERC","Dry bottom wall-fired boiler","Coal",
"NC","Craven County Wood Energy","10525","ES5A",,"5","2016","CSNOX, CSNOXOS, CSSO2G1, ARP","730.3","37536.4",,"4.19","0.2393","60.932","52990.568","508052.067","4","SERC","Stoker","Wood",
"NC","Dan River","2723","8C",,"5","2016","CSNOX, CSNOXOS, CSSO2G1, ARP","496.98","143639.78",,"0.292","0.0111","4.626","57770.02","972120.438","4","SERC","Combined cycle","Pipeline Natural Gas",
"NC","Dan River","2723","9C",,"5","2016","CSNOX, CSNOXOS, CSSO2G1, ARP","493.57","143672.99",,"0.291","0.0103","4.526","57705.019","971004.914","4","SERC","Combined cycle","Pipeline Natural Gas",
"NC","G G Allen","2718","1"," CS125","5","2016","ARP, MATS, CSNOX, CSNOXOS, CSSO2G1","4.17","0.0",,"0.001","0.1012","0.032","55.497","540.634","4","SERC","Tangentially-fired","Coal",
"NC","G G Allen","2718","2"," CS125","5","2016","ARP, MATS, CSNOX, CSNOXOS, CSSO2G1","86.52","6965.04",,"0.814","0.2108","7.899","8005.472","78025.808","4","SERC","Tangentially-fired","Coal",
"NC","G G Allen","2718","3"," CS34","5","2016","ARP, MATS, CSNOX, CSNOXOS, CSSO2G1","0.0",,,,,,,,"4","SERC","Tangentially-fired","Coal",
"NC","G G Allen","2718","4"," CS34","5","2016","ARP, MATS, CSNOX, CSNOXOS, CSSO2G1","0.0",,,,,,,,"4","SERC","Tangentially-fired","Coal",
"NC","G G Allen","2718","5"," CS125","5","2016","ARP, MATS, CSNOX, CSNOXOS, CSSO2G1","0.0",,,,,,,,"4","SERC","Tangentially-fired","Coal",
"NC","H F Lee Steam Electric Plant","2709","01A",,"5","2016","CSNOX, CSNOXOS, CSSO2G1, ARP","683.05","173245.31",,"0.381","0.0499","27.955","75419.815","1269079.275","4","SERC","Combined cycle","Pipeline Natural Gas",
"NC","H F Lee Steam Electric Plant","2709","01B",,"5","2016","CSNOX, CSNOXOS, CSSO2G1, ARP","742.35","192409.77",,"0.422","0.0508","31.653","83702.364","1408175.375","4","SERC","Combined cycle","Pipeline Natural Gas",
"NC","H F Lee Steam Electric Plant","2709","01C",,"5","2016","CSNOX, CSNOXOS, CSSO2G1, ARP","611.48","166263.96",,"0.345","0.053","27.015","68276.032","1148867.508","4","SERC","Combined cycle","Pipeline Natural Gas",
"NC","H F Lee Steam Electric Plant","2709","10",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G1","12.72","1423.24",,"0.005","0.0757","0.663","1037.486","17454.813","4","SERC","Combustion turbine","Diesel Oil",
"NC","H F Lee Steam Electric Plant","2709","11",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G1","0.55","0.0",,"0.0","0.067","0.004","6.875","115.94","4","SERC","Combustion turbine","Diesel Oil",
"NC","H F Lee Steam Electric Plant","2709","12",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G1","0.65","0.65",,"0.0","0.113","0.013","13.65","229.97","4","SERC","Combustion turbine","Pipeline Natural Gas",
"NC","H F Lee Steam Electric Plant","2709","13",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G1","75.51","9854.57",,"0.033","0.0437","2.032","6466.079","108807.074","4","SERC","Combustion turbine","Pipeline Natural Gas",
"NC","H F Lee Steam Electric Plant","2709","14",,"5","2016","CSNOX, CSNOXOS, CSSO2G1, ARP","84.67","11422.26",,"0.037","0.0359","1.91","7455.812","125447.548","4","SERC","Combustion turbine","Pipeline Natural Gas",
"NC","L V Sutton","2713","01A",,"5","2016","CSNOX, CSNOXOS, CSSO2G1, ARP","744.0","205022.0",,"0.424","0.0323","22.311","84304.4","1418591.6","4","SERC","Combined cycle","Pipeline Natural Gas",
"NC","L V Sutton","2713","01B",,"5","2016","CSNOX, CSNOXOS, CSSO2G1, ARP","741.58","204363.72",,"0.422","0.0349","24.26","83676.082","1407993.762","4","SERC","Combined cycle","Pipeline Natural Gas",
"NC","L V Sutton","2713","2A",,"5","2016","CSNOX, CSNOXOS, CSSO2G1","0.0",,,,,,,,"4","SERC","Combustion turbine","Diesel Oil",
"NC","L V Sutton","2713","2B",,"5","2016","CSNOX, CSNOXOS, CSSO2G1","0.0",,,,,,,,"4","SERC","Combustion turbine","Diesel Oil",
"NC","Lincoln","7277","1",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G1","0.41","0.0",,"0.0","0.08","0.0","0.653","11.075","4",,"Combustion turbine","Diesel Oil",
"NC","Lincoln","7277","10",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G1","0.18","0.0",,"0.0","0.079","0.001","0.954","16.02","4",,"Combustion turbine","Diesel Oil",
"NC","Lincoln","7277","11",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G1","0.18","0.0",,"0.0","0.083","0.001","1.245","20.955","4",,"Combustion turbine","Diesel Oil",
"NC","Lincoln","7277","12",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G1","0.18","0.0",,"0.0","0.083","0.001","1.144","19.278","4",,"Combustion turbine","Diesel Oil",
"NC","Lincoln","7277","13",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G1","0.22","0.0",,"0.0","0.078","0.001","1.144","19.25","4",,"Combustion turbine","Diesel Oil",
"NC","Lincoln","7277","14",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G1","0.22","0.0",,"0.0","0.079","0.001","1.232","20.746","4",,"Combustion turbine","Diesel Oil",
"NC","Lincoln","7277","15",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G1","0.18","0.0",,"0.0","0.079","0.001","1.062","17.964","4",,"Combustion turbine","Diesel Oil",
"NC","Lincoln","7277","16",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G1","0.18","0.0",,"0.0","0.077","0.001","1.206","20.196","4",,"Combustion turbine","Diesel Oil",
"NC","Lincoln","7277","2",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G1","0.0",,,,,,,,"4",,"Combustion turbine","Diesel Oil",
"NC","Lincoln","7277","3",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G1","0.23","0.0",,"0.0","0.079","0.001","1.433","24.047","4",,"Combustion turbine","Diesel Oil",
"NC","Lincoln","7277","4",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G1","0.18","0.0",,"0.0","0.077","0.001","1.221","20.412","4",,"Combustion turbine","Diesel Oil",
"NC","Lincoln","7277","5",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G1","0.22","0.0",,"0.0","0.079","0.001","1.32","22.154","4",,"Combustion turbine","Diesel Oil",
"NC","Lincoln","7277","6",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G1","0.18","0.0",,"0.0","0.078","0.001","1.17","19.818","4",,"Combustion turbine","Diesel Oil",
"NC","Lincoln","7277","7",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G1","0.18","0.0",,"0.0","0.077","0.001","0.81","13.752","4",,"Combustion turbine","Diesel Oil",
"NC","Lincoln","7277","8",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G1","0.18","0.0",,"0.0","0.076","0.001","0.864","14.436","4",,"Combustion turbine","Diesel Oil",
"NC","Lincoln","7277","9",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G1","0.0",,,,,,,,"4",,"Combustion turbine","Diesel Oil",
"NC","Marshall","2727","1"," CS001","5","2016","ARP, MATS, CSNOX, CSNOXOS, CSSO2G1","324.0","88015.9",,"32.522","0.2278","102.646","87707.831","854852.936","4","SERC","Tangentially-fired","Coal",
"NC","Marshall","2727","2"," CS001","5","2016","ARP, MATS, CSNOX, CSNOXOS, CSSO2G1","0.0",,,,,,,,"4","SERC","Tangentially-fired","Coal",
"NC","Marshall","2727","3",,"5","2016","ARP, MATS, CSNOX, CSNOXOS, CSSO2G1","317.74","146587.28",,"63.015","0.1073","70.005","137778.636","1342871.257","4","SERC","Tangentially-fired","Coal",
"NC","Marshall","2727","4",,"5","2016","ARP, MATS, CSNOX, CSNOXOS, CSSO2G1","578.44","295057.3",,"115.046","0.2256","314.655","281006.58","2738854.686","4","SERC","Tangentially-fired","Coal",
"NC","Mayo","6250","1A"," CS005A","5","2016","ARP, MATS, CSNOX, CSNOXOS, CSSO2G1","495.67",,"590568.47","74.337","0.2179","85.274","91922.048","897079.664","4","SERC","Dry bottom wall-fired boiler","Coal",
"NC","Mayo","6250","1B"," CS005A","5","2016","ARP, MATS, CSNOX, CSNOXOS, CSSO2G1","495.67",,"575578.7","72.071","0.2179","84.353","89619.446","874324.786","4","SERC","Dry bottom wall-fired boiler","Coal",
"NC","NC Renewable Power - Elizabethtown","10380","UNIT1"," CS1","5","2016","ARP, MATS, CSNOX, CSNOXOS, CSSO2G1","0.0",,,,,,,,"4",,"Stoker","Coal",
"NC","NC Renewable Power - Elizabethtown","10380","UNIT2"," CS1","5","2016","ARP, MATS, CSNOX, CSNOXOS, CSSO2G1","0.0",,,,,,,,"4",,"Stoker","Coal",
"NC","NCEMC Anson Plant","56249","ES1-A",,"5","2016","CSNOX, CSNOXOS, CSSO2G1, ARP","16.19","430.74",,"0.001","0.0846","0.186","261.384","4396.811","4",,"Combustion turbine","Pipeline Natural Gas",
"NC","NCEMC Anson Plant","56249","ES1-B",,"5","2016","CSNOX, CSNOXOS, CSSO2G1, ARP","16.13","437.3",,"0.001","0.0828","0.185","264.078","4444.032","4",,"Combustion turbine","Pipeline Natural Gas",
"NC","NCEMC Anson Plant","56249","ES2-A",,"5","2016","CSNOX, CSNOXOS, CSSO2G1, ARP","14.47","375.32",,"0.001","0.0824","0.158","226.6","3813.833","4",,"Combustion turbine","Pipeline Natural Gas",
"NC","NCEMC Anson Plant","56249","ES2-B",,"5","2016","CSNOX, CSNOXOS, CSSO2G1, ARP","14.3","390.07",,"0.001","0.0953","0.194","238.061","4008.379","4",,"Combustion turbine","Pipeline Natural Gas",
"NC","NCEMC Anson Plant","56249","ES3-A",,"5","2016","CSNOX, CSNOXOS, CSSO2G1, ARP","3.25","71.81",,"0.0","0.0828","0.031","44.836","755.765","4",,"Combustion turbine","Pipeline Natural Gas",
"NC","NCEMC Anson Plant","56249","ES3-B",,"5","2016","CSNOX, CSNOXOS, CSSO2G1, ARP","3.75","101.0",,"0.0","0.0825","0.043","62.015","1043.305","4",,"Combustion turbine","Pipeline Natural Gas",
"NC","NCEMC Anson Plant","56249","ES4-A",,"5","2016","CSNOX, CSNOXOS, CSSO2G1, ARP","19.2","508.73",,"0.002","0.0858","0.224","309.957","5215.754","4",,"Combustion turbine","Pipeline Natural Gas",
"NC","NCEMC Anson Plant","56249","ES4-B",,"5","2016","CSNOX, CSNOXOS, CSSO2G1, ARP","19.07","502.4",,"0.002","0.0853","0.22","305.266","5139.735","4",,"Combustion turbine","Pipeline Natural Gas",
"NC","NCEMC Anson Plant","56249","ES5-A",,"5","2016","CSNOX, CSNOXOS, CSSO2G1, ARP","3.83","99.09",,"0.0","0.082","0.042","60.162","1012.444","4",,"Combustion turbine","Pipeline Natural Gas",
"NC","NCEMC Anson Plant","56249","ES5-B",,"5","2016","CSNOX, CSNOXOS, CSSO2G1, ARP","3.77","99.48",,"0.0","0.0855","0.043","59.572","1002.082","4",,"Combustion turbine","Pipeline Natural Gas",
"NC","NCEMC Anson Plant","56249","ES6-A",,"5","2016","CSNOX, CSNOXOS, CSSO2G1, ARP","13.79","323.51",,"0.001","0.0844","0.142","199.224","3353.629","4",,"Combustion turbine","Pipeline Natural Gas",
"NC","NCEMC Anson Plant","56249","ES6-B",,"5","2016","CSNOX, CSNOXOS, CSSO2G1, ARP","12.57","333.42",,"0.001","0.0855","0.145","200.771","3378.486","4",,"Combustion turbine","Pipeline Natural Gas",
"NC","NCEMC Hamlet Plant","56292","ES1-A",,"5","2016","CSNOX, CSNOXOS, CSSO2G1, ARP","4.64","109.63",,"0.0","0.0822","0.046","66.467","1119.126","4",,"Combustion turbine","Pipeline Natural Gas",
"NC","NCEMC Hamlet Plant","56292","ES1-B",,"5","2016","CSNOX, CSNOXOS, CSSO2G1, ARP","5.8","109.72",,"0.0","0.082","0.049","71.544","1204.064","4",,"Combustion turbine","Pipeline Natural Gas",
"NC","NCEMC Hamlet Plant","56292","ES2-A",,"5","2016","CSNOX, CSNOXOS, CSSO2G1, ARP","1.0","23.11",,"0.0","0.084","0.01","14.236","239.552","4",,"Combustion turbine","Pipeline Natural Gas",
"NC","NCEMC Hamlet Plant","56292","ES2-B",,"5","2016","CSNOX, CSNOXOS, CSSO2G1, ARP","1.19","24.24",,"0.0","0.0805","0.01","15.062","253.836","4",,"Combustion turbine","Pipeline Natural Gas",
"NC","NCEMC Hamlet Plant","56292","ES3-A",,"5","2016","CSNOX, CSNOXOS, CSSO2G1, ARP","0.0",,,,,,,,"4",,"Combustion turbine","Pipeline Natural Gas",
"NC","NCEMC Hamlet Plant","56292","ES3-B",,"5","2016","CSNOX, CSNOXOS, CSSO2G1, ARP","0.0",,,,,,,,"4",,"Combustion turbine","Pipeline Natural Gas",
"NC","NCEMC Hamlet Plant","56292","ES4-A",,"5","2016","CSNOX, CSNOXOS, CSSO2G1, ARP","15.42","407.29",,"0.001","0.0844","0.171","241.5","4059.497","4",,"Combustion turbine","Pipeline Natural Gas",
"NC","NCEMC Hamlet Plant","56292","ES4-B",,"5","2016","CSNOX, CSNOXOS, CSSO2G1, ARP","15.2","393.09",,"0.001","0.0849","0.166","232.567","3914.68","4",,"Combustion turbine","Pipeline Natural Gas",
"NC","NCEMC Hamlet Plant","56292","ES5-A",,"5","2016","CSNOX, CSNOXOS, CSSO2G1, ARP","11.54","306.96",,"0.001","0.0848","0.129","181.065","3049.482","4",,"Combustion turbine","Pipeline Natural Gas",
"NC","NCEMC Hamlet Plant","56292","ES5-B",,"5","2016","CSNOX, CSNOXOS, CSSO2G1, ARP","11.23","291.89",,"0.001","0.0842","0.121","170.846","2876.177","4",,"Combustion turbine","Pipeline Natural Gas",
"NC","NCEMC Hamlet Plant","56292","ES6-A",,"5","2016","CSNOX, CSNOXOS, CSSO2G1, ARP","0.0",,,,,,,,"4",,"Combustion turbine","Pipeline Natural Gas",
"NC","NCEMC Hamlet Plant","56292","ES6-B",,"5","2016","CSNOX, CSNOXOS, CSSO2G1, ARP","0.0",,,,,,,,"4",,"Combustion turbine","Pipeline Natural Gas",
"NC","Plant Rowan County","7826","1",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G1","39.7","5901.71",,"0.019","0.0519","1.104","3787.294","63729.011","4",,"Combustion turbine","Pipeline Natural Gas",
"NC","Plant Rowan County","7826","2",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G1","60.93","9359.31",,"0.03","0.0442","1.643","5944.727","100033.857","4",,"Combustion turbine","Pipeline Natural Gas",
"NC","Plant Rowan County","7826","3",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G1","66.81","10237.9",,"0.033","0.0455","1.818","6516.644","109655.596","4",,"Combustion turbine","Pipeline Natural Gas",
"NC","Plant Rowan County","7826","4",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G1","723.91","107317.32",,"0.346","0.01","5.334","68440.609","1151662.669","4",,"Combined cycle","Pipeline Natural Gas",
"NC","Plant Rowan County","7826","5",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G1","726.82","107927.4",,"0.346","0.0101","5.475","68565.056","1153735.078","4",,"Combined cycle","Pipeline Natural Gas",
"NC","Richmond County Plant","7805","1",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G1","373.44","52537.96",,"0.173","0.0346","9.376","34202.319","575522.149","4",,"Combustion turbine","Pipeline Natural Gas",
"NC","Richmond County Plant","7805","10",,"5","2016","CSNOX, CSNOXOS, CSSO2G1, ARP","744.0","227078.0",,"0.465","0.0062","4.899","92983.4","1564660.4","4",,"Combined cycle","Pipeline Natural Gas",
"NC","Richmond County Plant","7805","2",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G1","123.48","16883.31",,"0.056","0.0429","3.417","11147.367","187564.005","4",,"Combustion turbine","Pipeline Natural Gas",
"NC","Richmond County Plant","7805","3",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G1","280.79","38382.61",,"0.129","0.0416","7.756","25393.856","427310.385","4",,"Combustion turbine","Pipeline Natural Gas",
"NC","Richmond County Plant","7805","4",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G1","285.3","39097.91",,"0.131","0.0337","6.825","25794.199","434042.168","4",,"Combustion turbine","Pipeline Natural Gas",
"NC","Richmond County Plant","7805","6",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G1","252.81","35596.78",,"0.119","0.0335","6.037","23449.542","394571.886","4",,"Combustion turbine","Pipeline Natural Gas",
"NC","Richmond County Plant","7805","7",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G1","744.0","116731.0",,"0.384","0.0069","4.356","75403.2","1268789.5","4",,"Combined cycle","Pipeline Natural Gas",
"NC","Richmond County Plant","7805","8",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G1","716.8","112690.2",,"0.361","0.0076","4.383","71590.47","1204656.415","4",,"Combined cycle","Pipeline Natural Gas",
"NC","Richmond County Plant","7805","9",,"5","2016","CSNOX, CSNOXOS, CSSO2G1, ARP","744.0","216818.0",,"0.463","0.0058","4.581","91909.2","1546528.3","4",,"Combined cycle","Pipeline Natural Gas",
"NC","Rockingham County Combustion Turbine","55116","CT1",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G1","60.17","9548.36",,"0.03","0.0524","2.308","5898.12","99247.535","4",,"Combustion turbine","Pipeline Natural Gas",
"NC","Rockingham County Combustion Turbine","55116","CT2",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G1","36.35","5857.74",,"0.018","0.0478","1.331","3599.195","60568.362","4",,"Combustion turbine","Pipeline Natural Gas",
"NC","Rockingham County Combustion Turbine","55116","CT3",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G1","35.08","5648.33",,"0.017","0.0463","1.306","3466.365","58319.939","4",,"Combustion turbine","Pipeline Natural Gas",
"NC","Rockingham County Combustion Turbine","55116","CT4",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G1","46.97","7548.4",,"0.024","0.0473","1.762","4674.107","78650.436","4",,"Combustion turbine","Pipeline Natural Gas",
"NC","Rockingham County Combustion Turbine","55116","CT5",,"5","2016","ARP, CSNOX, CSNOXOS, CSSO2G1","64.76","10157.75",,"0.032","0.0485","2.403","6362.697","107065.9","4",,"Combustion turbine","Pipeline Natural Gas",
"NC","Rosemary Power Station","50555","1",,"5","2016","CSNOX, CSNOXOS, CSSO2G1, ARP","0.0",,,,,,,,"4",,"Combined cycle","Pipeline Natural Gas",
"NC","Rosemary Power Station","50555","2",,"5","2016","CSNOX, CSNOXOS, CSSO2G1, ARP","0.0",,,,,,,,"4",,"Combined cycle","Pipeline Natural Gas",
"NC","Roxboro","2712","1",,"5","2016","ARP, MATS, CSNOX, CSNOXOS, CSSO2G1","37.0","3418.0",,"3.507","0.1052","2.797","3300.2","32719.6","4","SERC","Dry bottom wall-fired boiler","Coal",
"NC","Roxboro","2712","2",,"5","2016","ARP, MATS, CSNOX, CSNOXOS, CSSO2G1","494.61","232915.33",,"199.232","0.1419","123.053","201508.837","1965044.219","4","SERC","Tangentially-fired","Coal",
"NC","Roxboro","2712","3A"," CS003A","5","2016","ARP, MATS, CSNOX, CSNOXOS, CSSO2G1","366.85",,"580583.64","69.789","0.2156","61.918","74886.424","729896.953","4","SERC","Dry bottom wall-fired boiler","Coal",
"NC","Roxboro","2712","3B"," CS003A","5","2016","ARP, MATS, CSNOX, CSNOXOS, CSSO2G1","362.08",,"585694.2","67.754","0.2115","63.858","75406.426","734978.708","4","SERC","Dry bottom wall-fired boiler","Coal",
"NC","Roxboro","2712","4A"," CS004A","5","2016","ARP, MATS, CSNOX, CSNOXOS, CSSO2G1","48.55",,"44733.75","5.243","0.0992","3.481","5683.022","56173.36","4","SERC","Dry bottom wall-fired boiler","Coal",
"NC","Roxboro","2712","4B"," CS004A","5","2016","ARP, MATS, CSNOX, CSNOXOS, CSSO2G1","48.55",,"47031.55","5.074","0.0992","3.599","5744.593","57084.67","4","SERC","Dry bottom wall-fired boiler","Coal",
"NC","W H Weatherspoon","2716","4",,"5","2016","CSNOX, CSNOXOS, CSSO2G1","0.0",,,,,,,,"4","SERC","Combustion turbine","Diesel Oil",
"NC","W H Weatherspoon","2716","5",,"5","2016","CSNOX, CSNOXOS, CSSO2G1","0.67","0.0",,"0.096","1.2","0.23","31.1","383.9","4","SERC","Combustion turbine","Diesel Oil",
"NC","W H Weatherspoon","2716","6",,"5","2016","CSNOX, CSNOXOS, CSSO2G1","0.0",,,,,,,,"4","SERC","Combustion turbine","Diesel Oil",
"NC","W H Weatherspoon","2716","7",,"5","2016","CSNOX, CSNOXOS, CSSO2G1","0.0",,,,,,,,"4","SERC","Combustion turbine","Diesel Oil",
"NC","Westmoreland Partners Roanoke Valley I","54035","1",,"5","2016","CSNOX, CSNOXOS, CSSO2G1, MATS","64.0",,"36596.0","1.688","0.2423","7.598","5345.344","52101.962","4","SERC","Dry bottom wall-fired boiler","Coal",
"NC","Westmoreland Partners Roanoke Valley II","54755","2",,"5","2016","CSNOX, CSNOXOS, CSSO2G1, MATS","0.0",,,,,,,,"4",,"Dry bottom wall-fired boiler","Coal",
